Posição;Codigo_IBGE;Municipio;Unidade federativa;Estado;Populacao
4391º;3166956;Serranópolis de Minas; Minas Gerais;MG;4836
4392º;3104809;Augusto de Lima; Minas Gerais;MG;4833
4393º;2413557;Serrinha dos Pintos; Rio Grande do Norte;RN;4832
4394º;5218706;Rianápolis; Goiás;GO;4832
4395º;3532058;Motuca; São Paulo;SP;4831
4396º;3555505;Ubirajara; São Paulo;SP;4828
4397º;4116802;Nova Cantu; Paraná;PR;4827
4398º;3154408;Ressaquinha; Minas Gerais;MG;4826
4399º;3525805;Júlio Mesquita; São Paulo;SP;4824
4400º;5107404;São Pedro da Cipa; Mato Grosso;MT;4823
4401º;4320859;Tabaí; Rio Grande do Sul;RS;4816
4402º;2408508;Ouro Branco; Rio Grande do Norte;RN;4813
4403º;2202802;Conceição do Canindé; Piauí;PI;4811
4404º;2702702;Feliz Deserto; Alagoas;AL;4803
4405º;4303301;Caibaté; Rio Grande do Sul;RS;4802
4406º;4202503;Bom Jardim da Serra; Santa Catarina;SC;4801
4407º;3135407;Jeceaba; Minas Gerais;MG;4795
4408º;3148400;Paulistas; Minas Gerais;MG;4794
4409º;4304671;Capivari do Sul; Rio Grande do Sul;RS;4793
4410º;3106655;Berizal; Minas Gerais;MG;4792
4411º;4215406;Salto Veloso; Santa Catarina;SC;4792
4412º;2205532;Jurema; Piauí;PI;4790
4413º;2504702;Congo; Paraíba;PB;4787
4414º;3543105;Ribeirão Corrente; São Paulo;SP;4786
4415º;2304806;Granjeiro; Ceará;CE;4784
4416º;4307203;Erval Grande; Rio Grande do Sul;RS;4780
4417º;3135902;Jesuânia; Minas Gerais;MG;4774
4418º;2406809;Lajes Pintadas; Rio Grande do Norte;RN;4768
4419º;4312104;Mata; Rio Grande do Sul;RS;4760
4420º;3161403;São Francisco do Glória; Minas Gerais;MG;4758
4421º;5007307;Rio Negro; Mato Grosso do Sul;MS;4758
4422º;3136405;Joaquim Felício; Minas Gerais;MG;4757
4423º;3531704;Monteiro Lobato; São Paulo;SP;4739
4424º;3105202;Bandeira; Minas Gerais;MG;4738
4425º;3108800;Braúnas; Minas Gerais;MG;4737
4426º;4107702;Fênix; Paraná;PR;4734
4427º;4306304;David Canabarro; Rio Grande do Sul;RS;4732
4428º;3124401;Espírito Santo do Dourado; Minas Gerais;MG;4728
4429º;5218789;Rio Quente; Goiás;GO;4728
4430º;3144409;Natércia; Minas Gerais;MG;4727
4431º;1718550;Riachinho; Tocantins;TO;4723
4432º;4305132;Cerro Branco; Rio Grande do Sul;RS;4720
4433º;3540259;Pontalinda; São Paulo;SP;4719
4434º;2201002;Arraial; Piauí;PI;4713
4435º;4309704;Humaitá; Rio Grande do Sul;RS;4712
4436º;5102694;Canabrava do Norte; Mato Grosso;MT;4711
4437º;5208301;Divinópolis de Goiás; Goiás;GO;4701
4438º;2111573;São Pedro dos Crentes; Maranhão;MA;4700
4439º;4315750;Riozinho; Rio Grande do Sul;RS;4698
4440º;2412401;São José do Seridó; Rio Grande do Norte;RN;4696
4441º;4113759;Lunardelli; Paraná;PR;4695
4442º;3157401;Santa Cruz do Escalvado; Minas Gerais;MG;4693
4443º;4305504;Ciríaco; Rio Grande do Sul;RS;4693
4444º;4206652;Guatambu; Santa Catarina;SC;4692
4445º;4309803;Ibiaçá; Rio Grande do Sul;RS;4690
4446º;2202851;Coronel José Dias; Piauí;PI;4688
4447º;1707306;Dueré; Tocantins;TO;4686
4448º;4200903;Angelina; Santa Catarina;SC;4686
4449º;2400604;Almino Afonso; Rio Grande do Norte;RN;4685
4450º;5210562;Itaguari; Goiás;GO;4684
4451º;2107308;Nova Iorque; Maranhão;MA;4682
4452º;4308078;Fazenda Vilanova; Rio Grande do Sul;RS;4680
4453º;4115507;Marumbi; Paraná;PR;4676
4454º;1703073;Barra do Ouro; Tocantins;TO;4673
4455º;3145851;Oratórios; Minas Gerais;MG;4671
4456º;2407609;Messias Targino; Rio Grande do Norte;RN;4665
4457º;4303400;Caiçara; Rio Grande do Sul;RS;4659
4458º;2205565;Lagoa do Barro do Piauí; Piauí;PI;4658
4459º;3125408;Felício dos Santos; Minas Gerais;MG;4656
4460º;4107538;Entre Rios do Oeste; Paraná;PR;4651
4461º;2209351;Santana do Piauí; Piauí;PI;4650
4462º;3156452;Rosário da Limeira; Minas Gerais;MG;4648
4463º;3102506;Amparo da Serra; Minas Gerais;MG;4643
4464º;2508109;Lagoa; Paraíba;PB;4640
4465º;2514404;São José de Espinharas; Paraíba;PB;4631
4466º;4214904;Rio Fortuna; Santa Catarina;SC;4630
4467º;4322905;Viadutos; Rio Grande do Sul;RS;4628
4468º;4312153;Mato Leitão; Rio Grande do Sul;RS;4627
4469º;4318424;São João da Urtiga; Rio Grande do Sul;RS;4625
4470º;2209856;São João da Canabrava; Piauí;PI;4619
4471º;4213302;Ponte Alta; Santa Catarina;SC;4619
4472º;3112208;Capela Nova; Minas Gerais;MG;4616
4473º;3106606;Bertópolis; Minas Gerais;MG;4609
4474º;3527801;Lupércio; São Paulo;SP;4608
4475º;2513927;São Bentinho; Paraíba;PB;4602
4476º;5107248;Santa Carmem; Mato Grosso;MT;4600
4477º;4122651;Rosário do Ivaí; Paraná;PR;4595
4478º;5215256;Novo Planalto; Goiás;GO;4592
4479º;3512605;Coronel Macedo; São Paulo;SP;4591
4480º;1717800;Ponte Alta do Bom Jesus; Tocantins;TO;4586
4481º;4204350;Cordilheira Alta; Santa Catarina;SC;4585
4482º;4322152;Tunas; Rio Grande do Sul;RS;4585
4483º;3546207;Santa Cruz da Conceição; São Paulo;SP;4584
4484º;4215208;Romelândia; Santa Catarina;SC;4584
4485º;4107850;Flor da Serra do Sul; Paraná;PR;4583
4486º;2210359;São Lourenço do Piauí; Piauí;PI;4581
4487º;3117405;Conceição de Ipanema; Minas Gerais;MG;4581
4488º;5203575;Bonópolis; Goiás;GO;4579
4489º;3525607;João Ramalho; São Paulo;SP;4577
4490º;3112059;Cantagalo; Minas Gerais;MG;4575
4491º;2204550;Guaribas; Piauí;PI;4573
4492º;2512762;Riachão do Poço; Paraíba;PB;4571
4493º;3163904;São Pedro da União; Minas Gerais;MG;4563
4494º;2512754;Riachão do Bacamarte; Paraíba;PB;4562
4495º;2210904;Socorro do Piauí; Piauí;PI;4557
4496º;3100807;Aguanil; Minas Gerais;MG;4557
4497º;2513802;Santa Teresinha; Paraíba;PB;4550
4498º;3508207;Buritizal; São Paulo;SP;4547
4499º;2206001;Marcos Parente; Piauí;PI;4546
4500º;3127057;Fronteira dos Vales; Minas Gerais;MG;4542
4501º;2411700;São Bento do Trairi; Rio Grande do Norte;RN;4541
4502º;2110807;São Félix de Balsas; Maranhão;MA;4540
4503º;5214051;Mundo Novo; Goiás;GO;4540
4504º;4311718;Maçambará; Rio Grande do Sul;RS;4539
4505º;5213772;Montividiu do Norte; Goiás;GO;4538
4506º;2607109;Ingazeira; Pernambuco;PE;4537
4507º;3543204;Ribeirão do Sul; São Paulo;SP;4537
4508º;3111705;Canaã; Minas Gerais;MG;4533
4509º;4209854;Lindóia do Sul; Santa Catarina;SC;4530
4510º;4323101;Vicente Dutra; Rio Grande do Sul;RS;4530
4511º;2509339;Matinhas; Paraíba;PB;4528
4512º;2206654;Morro Cabeça no Tempo; Piauí;PI;4527
4513º;2413201;Senador Georgino Avelino; Rio Grande do Norte;RN;4527
4514º;5221502;Turvânia; Goiás;GO;4526
4515º;3532108;Murutinga do Sul; São Paulo;SP;4525
4516º;4215075;Riqueza; Santa Catarina;SC;4525
4517º;2205250;Jardim do Mulato; Piauí;PI;4522
4518º;3156106;Ritápolis; Minas Gerais;MG;4521
4519º;4315008;Porto Lucena; Rio Grande do Sul;RS;4514
4520º;2201804;Bocaina; Piauí;PI;4509
4521º;4218756;Tunápolis; Santa Catarina;SC;4507
4522º;4121257;Ramilândia; Paraná;PR;4500
4523º;1703867;Cariri do Tocantins; Tocantins;TO;4499
4524º;2208874;Ribeira do Piauí; Piauí;PI;4499
4525º;4113452;Lindoeste; Paraná;PR;4488
4526º;2211704;Wall Ferraz; Piauí;PI;4479
4527º;3162658;São João do Pacuí; Minas Gerais;MG;4476
4528º;2203255;Curralinhos; Piauí;PI;4475
4529º;4110003;Iguaraçu; Paraná;PR;4475
4530º;3136520;José Gonçalves de Minas; Minas Gerais;MG;4474
4531º;4110409;Indianópolis; Paraná;PR;4472
4532º;1711951;Lagoa do Tocantins; Tocantins;TO;4470
4533º;4108452;Foz do Jordão; Paraná;PR;4466
4534º;3534005;Onda Verde; São Paulo;SP;4462
4535º;2203800;Flores do Piauí; Piauí;PI;4461
4536º;3126307;Fortaleza de Minas; Minas Gerais;MG;4460
4537º;4126355;Serranópolis do Iguaçu; Paraná;PR;4460
4538º;2411007;Rodolfo Fernandes; Rio Grande do Norte;RN;4457
4539º;3149606;Pequi; Minas Gerais;MG;4457
4540º;2209559;São Braz do Piauí; Piauí;PI;4454
4541º;3554201;Tejupá; São Paulo;SP;4452
4542º;1715101;Novo Acordo; Tocantins;TO;4450
4543º;3114808;Carvalhos; Minas Gerais;MG;4445
4544º;4121109;Quinta do Sol; Paraná;PR;4444
4545º;2205300;Jerumenha; Piauí;PI;4443
4546º;3146404;Paineiras; Minas Gerais;MG;4440
4547º;1703206;Bernardo Sayão; Tocantins;TO;4439
4548º;3120102;Couto de Magalhães de Minas; Minas Gerais;MG;4436
4549º;3122603;Dom Joaquim; Minas Gerais;MG;4436
4550º;3150307;Piedade do Rio Grande; Minas Gerais;MG;4436
4551º;3127206;Funilândia; Minas Gerais;MG;4434
4552º;4106704;Cruzeiro do Sul; Paraná;PR;4430
4553º;4110904;Itaguajé; Paraná;PR;4426
4554º;4205209;Erval Velho; Santa Catarina;SC;4423
4555º;4120655;Quarto Centenário; Paraná;PR;4420
4556º;3135308;Japaraíba; Minas Gerais;MG;4418
4557º;2911253;Gavião; Bahia;BA;4417
4558º;3140605;Materlândia; Minas Gerais;MG;4415
4559º;1717008;Pindorama do Tocantins; Tocantins;TO;4414
4560º;5210802;Itajá; Goiás;GO;4412
4561º;4219176;Vargem Bonita; Santa Catarina;SC;4411
4562º;2514107;São João do Tigre; Paraíba;PB;4408
4563º;5108808;Nova Guarita; Mato Grosso;MT;4407
4564º;2508554;Logradouro; Paraíba;PB;4406
4565º;3545506;Sandovalina; São Paulo;SP;4405
4566º;3132602;Itamarati de Minas; Minas Gerais;MG;4395
4567º;4309753;Ibarama; Rio Grande do Sul;RS;4393
4568º;2207959;Nova Santa Rita; Piauí;PI;4392
4569º;1718501;Recursolândia; Tocantins;TO;4389
4570º;2900603;Aiquara; Bahia;BA;4387
4571º;3157302;Santa Bárbara do Tugúrio; Minas Gerais;MG;4385
4572º;2211407;Várzea Grande; Piauí;PI;4382
4573º;3136108;Joanésia; Minas Gerais;MG;4382
4574º;4306734;Doutor Maurício Cardoso; Rio Grande do Sul;RS;4380
4575º;5211008;Itapirapuã; Goiás;GO;4380
4576º;4309159;Gramado Xavier; Rio Grande do Sul;RS;4378
4577º;4323408;Vila Maria; Rio Grande do Sul;RS;4368
4578º;4207601;Ipira; Santa Catarina;SC;4367
4579º;2512077;Poço de José de Moura; Paraíba;PB;4366
4580º;3127404;Gonçalves; Minas Gerais;MG;4360
4581º;3136801;Juramento; Minas Gerais;MG;4359
4582º;3157500;Santa Efigênia de Minas; Minas Gerais;MG;4354
4583º;2203420;Domingos Mourão; Piauí;PI;4352
4584º;1715002;Nova Rosalândia; Tocantins;TO;4348
4585º;2105658;Junco do Maranhão; Maranhão;MA;4334
4586º;3159001;Santana do Riacho; Minas Gerais;MG;4334
4587º;2207751;Passagem Franca do Piauí; Piauí;PI;4331
4588º;3540853;Pracinha; São Paulo;SP;4327
4589º;4211454;Nova Itaberaba; Santa Catarina;SC;4327
4590º;5212956;Matrinchã; Goiás;GO;4321
4591º;2210631;Sebastião Leal; Piauí;PI;4311
4592º;4314472;Pinhal Grande; Rio Grande do Sul;RS;4309
4593º;2208858;Riacho Frio; Piauí;PI;4306
4594º;3152131;Ponto Chique; Minas Gerais;MG;4305
4595º;4117214;Nova Santa Bárbara; Paraná;PR;4304
4596º;2204105;Francisco Ayres; Piauí;PI;4300
4597º;2408607;Paraná; Rio Grande do Norte;RN;4298
4598º;3522653;Itapirapuã Paulista; São Paulo;SP;4294
4599º;3533700;Ocauçu; São Paulo;SP;4294
4600º;3166501;Serra Azul de Minas; Minas Gerais;MG;4292
4601º;3163003;São José da Safira; Minas Gerais;MG;4291
4602º;4115457;Marquinho; Paraná;PR;4283
4603º;2411908;São Francisco do Oeste; Rio Grande do Norte;RN;4281
4604º;4119707;Planaltina do Paraná; Paraná;PR;4281
4605º;4323457;Vila Nova do Sul; Rio Grande do Sul;RS;4274
4606º;4304002;Campo Novo; Rio Grande do Sul;RS;4273
4607º;3107604;Bom Jesus da Penha; Minas Gerais;MG;4270
4608º;4201273;Arabutã; Santa Catarina;SC;4268
4609º;5201504;Aporé; Goiás;GO;4266
4610º;2512200;Prata; Paraíba;PB;4265
4611º;3170438;União de Minas; Minas Gerais;MG;4265
4612º;3150000;Pescador; Minas Gerais;MG;4261
4613º;3108701;Brás Pires; Minas Gerais;MG;4255
4614º;4312203;Maximiliano de Almeida; Rio Grande do Sul;RS;4254
4615º;4308458;Fortaleza dos Valos; Rio Grande do Sul;RS;4252
4616º;4313391;Novo Cabrais; Rio Grande do Sul;RS;4246
4617º;4311908;Marcelino Ramos; Rio Grande do Sul;RS;4239
4618º;4301875;Barra do Quaraí; Rio Grande do Sul;RS;4238
4619º;3201803;Divino de São Lourenço; Espírito Santo;ES;4236
4620º;2414753;Venha-Ver; Rio Grande do Norte;RN;4232
4621º;4321857;Três Palmeiras; Rio Grande do Sul;RS;4232
4622º;2408409;Olho-d'Água do Borges; Rio Grande do Norte;RN;4231
4623º;3131406;Ipiaçu; Minas Gerais;MG;4229
4624º;4106571;Cruzeiro do Iguaçu; Paraná;PR;4229
4625º;4210902;Modelo; Santa Catarina;SC;4227
4626º;2700805;Belém; Alagoas;AL;4226
4627º;4205100;Dona Emma; Santa Catarina;SC;4224
4628º;3163201;São José do Alegre; Minas Gerais;MG;4222
4629º;3508306;Cabrália Paulista; São Paulo;SP;4222
4630º;3533304;Nova Luzitânia; São Paulo;SP;4217
4631º;3500907;Altair; São Paulo;SP;4211
4632º;2504074;Caraúbas; Paraíba;PB;4206
4633º;3123304;Dores do Turvo; Minas Gerais;MG;4202
4634º;3500808;Alfredo Marcondes; São Paulo;SP;4201
4635º;3508900;Caiabu; São Paulo;SP;4195
4636º;2410801;Riacho de Santana; Rio Grande do Norte;RN;4194
4637º;4313490;Novo Barreiro; Rio Grande do Sul;RS;4185
4638º;3521200;Iporanga; São Paulo;SP;4180
4639º;2411056;Tibau; Rio Grande do Norte;RN;4173
4640º;3502408;Anhumas; São Paulo;SP;4172
4641º;2514008;São João do Cariri; Paraíba;PB;4170
4642º;3531605;Monte Castelo; São Paulo;SP;4166
4643º;1703891;Carrasco Bonito; Tocantins;TO;4165
4644º;4205159;Doutor Pedrinho; Santa Catarina;SC;4164
4645º;5103361;Conquista d'Oeste; Mato Grosso;MT;4163
4646º;1101559;Teixeirópolis; Rondônia;RO;4160
4647º;2514701;São José do Sabugi; Paraíba;PB;4153
4648º;3150208;Piedade de Ponte Nova; Minas Gerais;MG;4141
4649º;3549607;São José do Barreiro; São Paulo;SP;4141
4650º;3540408;Populina; São Paulo;SP;4136
4651º;3533205;Nova Independência; São Paulo;SP;4135
4652º;2202455;Capitão Gervásio Oliveira; Piauí;PI;4127
4653º;2207306;Paes Landim; Piauí;PI;4124
4654º;3502606;Aparecida d'Oeste; São Paulo;SP;4122
4655º;4122172;Rio Branco do Ivaí; Paraná;PR;4121
4656º;3168309;Taquaraçu de Minas; Minas Gerais;MG;4120
4657º;5213905;Mossâmedes; Goiás;GO;4120
4658º;2703908;Jundiá; Alagoas;AL;4119
4659º;3169059;Tocos do Moji; Minas Gerais;MG;4117
4660º;3535903;Paranapuã; São Paulo;SP;4112
4661º;5220264;São Miguel do Passa-Quatro; Goiás;GO;4105
4662º;3161650;São Geraldo do Baixio; Minas Gerais;MG;4104
4663º;2407252;Major Sales; Rio Grande do Norte;RN;4102
4664º;5107297;São José do Povo; Mato Grosso;MT;4102
4665º;3528908;Mariápolis; São Paulo;SP;4098
4666º;5208103;Formoso; Goiás;GO;4098
4667º;3171105;Veríssimo; Minas Gerais;MG;4090
4668º;2205581;Lagoa do Piauí; Piauí;PI;4086
4669º;2207793;Pau d'Arco do Piauí; Piauí;PI;4084
4670º;3140100;Marilac; Minas Gerais;MG;4079
4671º;3501103;Alto Alegre; São Paulo;SP;4078
4672º;3157377;Santa Cruz de Salinas; Minas Gerais;MG;4074
4673º;2910206;Dom Macedo Costa; Bahia;BA;4072
4674º;3512704;Corumbataí; São Paulo;SP;4072
4675º;4212270;Passos Maia; Santa Catarina;SC;4072
4676º;1705607;Conceição do Tocantins; Tocantins;TO;4070
4677º;5106273;Novo Horizonte do Norte; Mato Grosso;MT;4069
4678º;5107578;Rondolândia; Mato Grosso;MT;4069
4679º;2501351;Assunção; Paraíba;PB;4067
4680º;3541109;Presidente Alves; São Paulo;SP;4067
4681º;3552551;Suzanápolis; São Paulo;SP;4063
4682º;3137304;Lagoa dos Patos; Minas Gerais;MG;4062
4683º;3154705;Ribeirão Vermelho; Minas Gerais;MG;4061
4684º;4120309;Porto Vitória; Paraná;PR;4057
4685º;3165909;Senador Modestino Gonçalves; Minas Gerais;MG;4056
4686º;4310306;Ilópolis; Rio Grande do Sul;RS;4054
4687º;2406908;Lucrécia; Rio Grande do Norte;RN;4053
4688º;3114600;Carrancas; Minas Gerais;MG;4052
4689º;4123956;Santa Mônica; Paraná;PR;4052
4690º;4128658;Virmond; Paraná;PR;4051
4691º;2912608;Ibiquera; Bahia;BA;4047
4692º;2209153;Santa Cruz dos Milagres; Piauí;PI;4046
4693º;3520806;Inúbia Paulista; São Paulo;SP;4045
4694º;2201556;Bela Vista do Piauí; Piauí;PI;4044
4695º;2202737;Coivaras; Piauí;PI;4044
4696º;4120853;Quatro Pontes; Paraná;PR;4043
4697º;4116307;Munhoz de Mello; Paraná;PR;4034
4698º;4219408;Witmarsum; Santa Catarina;SC;4032
4699º;5218102;Portelândia; Goiás;GO;4032
4700º;3140308;Marliéria; Minas Gerais;MG;4030
4701º;2908804;Contendas do Sincorá; Bahia;BA;4025
4702º;2404002;Frutuoso Gomes; Rio Grande do Norte;RN;4015
4703º;5005103;Jateí; Mato Grosso do Sul;MS;4015
4704º;3127388;Goianá; Minas Gerais;MG;4014
4705º;3507159;Bom Sucesso de Itararé; São Paulo;SP;4013
4706º;5106174;Nova Nazaré; Mato Grosso;MT;4013
4707º;4116406;Nossa Senhora das Graças; Paraná;PR;4009
4708º;2801900;Cumbe; Sergipe;SE;4008
4709º;2801108;Canhoba; Sergipe;SE;4003
4710º;4218350;Treviso; Santa Catarina;SC;4002
4711º;4113106;Kaloré; Paraná;PR;3996
4712º;3100401;Acaiaca; Minas Gerais;MG;3995
4713º;2918902;Lajedão; Bahia;BA;3993
4714º;4103008;Boa Esperança; Paraná;PR;3991
4715º;2401503;Barcelona; Rio Grande do Norte;RN;3989
4716º;2510501;Olivedos; Paraíba;PB;3989
4717º;2508703;Mãe d'Água; Paraíba;PB;3988
4718º;4309951;Ibirapuitã; Rio Grande do Sul;RS;3988
4719º;3158607;Santana do Deserto; Minas Gerais;MG;3985
4720º;3109253;Bugre; Minas Gerais;MG;3984
4721º;4312054;Marques de Souza; Rio Grande do Sul;RS;3981
4722º;4107546;Espigão Alto do Iguaçu; Paraná;PR;3980
4723º;5218052;Porteirão; Goiás;GO;3979
4724º;3148905;Pedra do Indaiá; Minas Gerais;MG;3977
4725º;2513000;Salgadinho; Paraíba;PB;3975
4726º;4103479;Cafezal do Sul; Paraná;PR;3975
4727º;2807006;São Miguel do Aleixo; Sergipe;SE;3964
4728º;3110202;Cajuri; Minas Gerais;MG;3961
4729º;2201176;Barra d'Alcântara; Piauí;PI;3953
4730º;2406155;Jundiá; Rio Grande do Norte;RN;3945
4731º;3115201;Conceição da Barra de Minas; Minas Gerais;MG;3939
4732º;2202251;Canavieira; Piauí;PI;3938
4733º;3522000;Itaju; São Paulo;SP;3937
4734º;2806503;Santa Rosa de Lima; Sergipe;SE;3933
4735º;3125002;Ewbank da Câmara; Minas Gerais;MG;3932
4736º;2207553;Paquetá; Piauí;PI;3931
4737º;4212403;Pedras Grandes; Santa Catarina;SC;3931
4738º;5208152;Gameleira de Goiás; Goiás;GO;3923
4739º;3158409;Santana de Cataguases; Minas Gerais;MG;3909
4740º;1711506;Jaú do Tocantins; Tocantins;TO;3906
4741º;3503505;Areias; São Paulo;SP;3906
4742º;3541653;Quadra; São Paulo;SP;3902
4743º;4207759;Iraceminha; Santa Catarina;SC;3901
4744º;2410009;Pilões; Rio Grande do Norte;RN;3900
4745º;5204557;Caldazinha; Goiás;GO;3900
4746º;4208609;Jaborá; Santa Catarina;SC;3899
4747º;2514552;São José de Princesa; Paraíba;PB;3898
4748º;4314779;Pontão; Rio Grande do Sul;RS;3898
4749º;4113403;Leópolis; Paraná;PR;3896
4750º;4311981;Mariana Pimentel; Rio Grande do Sul;RS;3892
4751º;3141900;Minduri; Minas Gerais;MG;3891
4752º;4106100;Conselheiro Mairinck; Paraná;PR;3891
4753º;4314035;Pareci Novo; Rio Grande do Sul;RS;3885
4754º;4319356;São Pedro da Serra; Rio Grande do Sul;RS;3881
4755º;2204600;Hugo Napoleão; Piauí;PI;3880
4756º;2512036;Poço Dantas; Paraíba;PB;3877
4757º;3520707;Indiaporã; São Paulo;SP;3876
4758º;5200829;Amaralina; Goiás;GO;3875
4759º;4219606;Xavantina; Santa Catarina;SC;3873
4760º;4102208;Atalaia; Paraná;PR;3871
4761º;3141306;Medeiros; Minas Gerais;MG;3861
4762º;3160108;Santo Antônio do Grama; Minas Gerais;MG;3861
4763º;4315206;Putinga; Rio Grande do Sul;RS;3861
4764º;3161601;São Geraldo da Piedade; Minas Gerais;MG;3860
4765º;3163300;São José do Divino; Minas Gerais;MG;3851
4766º;2505501;Vista Serrana; Paraíba;PB;3850
4767º;1720499;São Valério da Natividade; Tocantins;TO;3848
4768º;5221908;Varjão; Goiás;GO;3848
4769º;1100262;Rio Crespo; Rondônia;RO;3843
4770º;4314308;Pejuçara; Rio Grande do Sul;RS;3840
4771º;2806909;São Francisco; Sergipe;SE;3837
4772º;4103958;Campina do Simão; Paraná;PR;3831
4773º;3111150;Campo Azul; Minas Gerais;MG;3830
4774º;3542305;Redenção da Serra; São Paulo;SP;3827
4775º;1707553;Fátima; Tocantins;TO;3824
4776º;2201988;Brejo do Piauí; Piauí;PI;3824
4777º;4305959;Cotiporã; Rio Grande do Sul;RS;3824
4778º;5219357;Santa Isabel; Goiás;GO;3821
4779º;1710904;Itapiratins; Tocantins;TO;3814
4780º;3529609;Meridiano; São Paulo;SP;3813
4781º;5203609;Brazabrantes; Goiás;GO;3812
4782º;4315354;Quinze de Novembro; Rio Grande do Sul;RS;3810
4783º;1702703;Aurora do Tocantins; Tocantins;TO;3809
4784º;2209500;Santo Inácio do Piauí; Piauí;PI;3809
